index,Job Title,Rating,Name,City,State,Headquarters,Size,Calculated Size,Founded,Type of ownership,Industry,Sector,Revenue,Calculated_Revenue,Lower_Salary,Upper_Salary,Avg_Salary,company_txt,Python,spark,aws,excel,sql,sas,keras,pytorch,scikit,tensor,hadoop,tableau,bi,flink,mongo,google_an,job_title_sim,seniority_by_title,Degree
430,Data Engineer,3.2,"Guidepoint
3.2",New York,NY,"New York, NY",501 - 1000 ,Medium,2003,Company - Private,Research & Development,Business Services,Unknown / Non-Applicable,$100-$500 million,70,118,94,"Conch Technologies, Inc",1,1,1,0,1,0,0,0,0,0,1,1,1,0,0,0,Data Scientist,na,M
640,Data Engineer,3.2,"Guidepoint
3.2",New York,NY,"New York, NY",501 - 1000 ,Medium,2003,Company - Private,Research & Development,Business Services,Unknown / Non-Applicable,$100-$500 million,70,122,96,BWX Technologies,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,Data Scientist,na,M
17,Customer Data Scientist,4.3,"h2o.ai
4.3",Mountain View,CA,"Mountain View, CA",201 - 500 ,Medium,2011,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,< $25 million,200,250,225,CA-One Tech Clou,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,Data Scientist,sr,na
84,Customer Data Scientist/Sales Engineer (Bay,4.3,"h2o.ai
4.3",Mountain View,CA,"Mountain View, CA",201 - 500 ,Medium,2011,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,< $25 million,70,132,101,PennyMac,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,Data Engineer,na,na
159,Customer Data Scientist,4.3,"h2o.ai
4.3",Mountain View,CA,"Mountain View, CA",201 - 500 ,Medium,2011,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,< $25 million,73,124,98.5,Plymouth Rock Assurance,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,Data Scientist,sr,M
171,Customer Data Scientist/Sales Engineer,4.3,"h2o.ai
4.3",Chicago,IL,"Mountain View, CA",201 - 500 ,Medium,2011,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,< $25 million,54,101,77.5,Vermeer,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,Data Engineer,na,na
21,Senior Data Scientist / Machine Learning,3.9,"Health IQ
3.9",Dallas,TX,"Mountain View, CA",201 - 500 ,Medium,2013,Company - Private,Insurance Agencies & Brokerages,Insurance,Unknown / Non-Applicable,< $25 million,117,206,161.5,Takeda Pharmaceuticals,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other Scientist,sr,M
190,Senior Data Scientist / Machine Learning,3.9,"Health IQ
3.9",Dallas,TX,"Mountain View, CA",201 - 500 ,Medium,2013,Company - Private,Insurance Agencies & Brokerages,Insurance,Unknown / Non-Applicable,< $25 million,43,70,56.5,Beebe Healthcare,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other Scientist,na,na
556,Data Scientist,4.7,"HG Insights
4.7",Santa Barbara,CA,"Santa Barbara, CA",51 - 200 ,Small,2010,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,< $25 million,111,183,147,Argo Group US,1,1,1,0,1,0,1,1,1,1,1,0,0,0,0,0,Data Scientist,sr,na
468,Revenue Analytics Manager,4.8,"HOVER
4.8",San Francisco,CA,"San Francisco, CA",51 - 200 ,Small,2011,Company - Private,Computer Hardware & Software,Information Technology,$25 to $50 million (USD),$25-$50 million,68,112,90,L&T Infotech,1,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,Data Scientist,na,na
698,Revenue Analytics Manager,4.8,"HOVER
4.8",San Francisco,CA,"San Francisco, CA",51 - 200 ,Small,2011,Company - Private,Computer Hardware & Software,Information Technology,$25 to $50 million (USD),$25-$50 million,42,74,58,OceanFirst Financial,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,Analyst,na,na
940,Revenue Analytics Manager,4.8,"HOVER
4.8",San Francisco,CA,"San Francisco, CA",51 - 200 ,Small,2011,Company - Private,Computer Hardware & Software,Information Technology,$25 to $50 million (USD),$25-$50 million,44,78,61,Associated Electric Cooperative,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,Analyst,na,M
77,R&D Data Analysis Scientist,4,"HP Inc.
4.0",Vancouver,WA,"Palo Alto, CA",10000+ ,Enterprise,1939,Company - Public,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,>$10 billion,81,159,120,Software Engineering Institute,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Machine Learning Engineer,na,P
83,R&D Sr Data Scientist,4,"HP Inc.
4.0",Vancouver,WA,"Palo Alto, CA",10000+ ,Enterprise,1939,Company - Public,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,>$10 billion,95,161,128,Sotheby's,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Data Scientist,na,na
601,Software Data Engineer - College,4,"HP Inc.
4.0",Corvallis,OR,"Palo Alto, CA",10000+ ,Enterprise,1939,Company - Public,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,>$10 billion,75,124,99.5,First Tech Federal Credit Union,1,1,1,1,1,0,1,0,1,1,0,1,0,0,0,0,Data Scientist,na,na
718,Supply Chain Data Analyst,3.1,"Icon Health and Fitness
3.1",Logan,UT,"Logan, UT",1001 - 5000 ,Large,1977,Company - Private,Consumer Products Manufacturing,Manufacturing,$500 million to $1 billion (USD),$500 million-$1 billion,72,120,96,Amrock,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,Data Scientist,na,M
759,Data Engineer,2.8,"ICW Group
2.8",San Diego,CA,"San Diego, CA",501 - 1000 ,Medium,1972,Company - Private,Insurance Carriers,Insurance,$500 million to $1 billion (USD),$500 million-$1 billion,76,126,101,Vanda Pharmaceuticals,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,Data Scientist,na,M
582,Data Scientist,3.5,"IHS Markit
3.5",New York,NY,"London, United Kingdom",10000+ ,Enterprise,2016,Company - Public,Consulting,Business Services,$2 to $5 billion (USD),$2-$10 billion,114,182,148,Zest AI,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Data Scientist,sr,M
676,Machine Learning Engineer,3.2,"Information Builders
3.2",New York,NY,"New York, NY",1001 - 5000 ,Large,1975,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,$100-$500 million,108,176,142,Novetta,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,Data Scientist,sr,na
914,Machine Learning Engineer,3.2,"Information Builders
3.2",New York,NY,"New York, NY",1001 - 5000 ,Large,1975,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,$100-$500 million,130,208,169,CK-12 Foundation,0,0,1,1,1,1,0,0,0,0,0,1,0,0,1,0,Data Scientist,sr,M
420,Consultant - Analytics Consulting,3,"Infosys
3.0",Hartford,CT,"Bengaluru, India",10000+ ,Enterprise,1981,Company - Public,IT Services,Information Technology,$10+ billion (USD),>$10 billion,83,166,124.5,PennyMac,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,Data Scientist,na,na
613,Consultant - Analytics Consulting,3,"Infosys
3.0",Hartford,CT,"Bengaluru, India",10000+ ,Enterprise,1981,Company - Public,IT Services,Information Technology,$10+ billion (USD),>$10 billion,42,76,59,DECISIVE ANALYTICS Corporation,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Analyst,na,na
830,Consultant - Analytics Consulting,3,"Infosys
3.0",Hartford,CT,"Bengaluru, India",10000+ ,Enterprise,1981,Company - Public,IT Services,Information Technology,$10+ billion (USD),>$10 billion,37,68,52.5,Opinion Dynamics,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Analyst,na,na
122,Senior Data Analyst,4.3,"Integrate
4.3",Phoenix,AZ,"Phoenix, AZ",201 - 500 ,Medium,2010,Company - Private,Enterprise Software & Network Solutions,Information Technology,$25 to $50 million (USD),$25-$50 million,52,99,75.5,Applied Information Sciences,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0,Data Engineer,na,na
50,Associate Data Analyst,3.1,"Intrado
3.1",Longmont,CO,"Omaha, NE",5001 - 10000 ,Large,1986,Company - Private,Enterprise Software & Network Solutions,Information Technology,$2 to $5 billion (USD),$2-$10 billion,105,173,139,Swiss Re,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,Data Scientist,sr,M
744,Data Engineer,3.4,"IntraEdge
3.4",Scottsdale,AZ,"Chandler, AZ",501 - 1000 ,Medium,2002,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),$50-$100 million,71,134,102.5,Takeda Pharmaceuticals,1,1,1,1,1,0,0,0,0,0,1,1,0,0,1,0,Data Engineer,na,na
705,"Principal, Data Science - Advanced Analytics",3.6,"IQVIA
3.6",Plymouth Meeting,PA,"Durham, NC",10000+ ,Enterprise,2017,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$2 to $5 billion (USD),$2-$10 billion,39,82,60.5,WK Dickson,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other Scientist,na,na
949,"Principal, Data Science - Advanced Analytics",3.6,"IQVIA
3.6",Plymouth Meeting,PA,"Durham, NC",10000+ ,Enterprise,2017,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$2 to $5 billion (USD),$2-$10 billion,114,179,146.5,The Hanover Insurance Group,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,Data Scientist,sr,M
99,E-Commerce Data Analyst,3.5,"iSeatz
3.5",New Orleans,LA,"New Orleans, LA",51 - 200 ,Small,1999,Company - Private,Enterprise Software & Network Solutions,Information Technology,Unknown / Non-Applicable,< $25 million,88,162,125,Genentech,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Other Scientist,na,P
104,Data Modeler,4.7,"IT Concepts
4.7",Landover,MD,"Vienna, VA",51 - 200 ,Small,2003,Company - Private,IT Services,Information Technology,$10 to $25 million (USD),< $25 million,60,102,81,MassMutual,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,Analyst,sr,na
202,Data Engineer,4.2,"IZEA
4.2",Winter Park,FL,"Winter Park, FL",51 - 200 ,Small,2006,Company - Public,Advertising & Marketing,Business Services,$25 to $50 million (USD),$25-$50 million,100,166,133,Tempus Labs,1,0,1,0,1,0,0,1,1,1,0,0,0,0,0,0,Machine Learning Engineer,sr,P
319,Data Engineer,4.2,"IZEA
4.2",Winter Park,FL,"Winter Park, FL",51 - 200 ,Small,2006,Company - Public,Advertising & Marketing,Business Services,$25 to $50 million (USD),$25-$50 million,55,99,77,General Dynamics Information Technology,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,Analyst,na,M
818,"Senior Health Data Analyst, Star Ratings",3.3,"Johns Hopkins Health Care
3.3",Glen Burnie,MD,"Baltimore, MD",1001 - 5000 ,Large,1889,Company - Private,Health Care Services & Hospitals,Health Care,$500 million to $1 billion (USD),$500 million-$1 billion,67,117,92,ManTech,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,Data Engineer,na,na
90,Data Scientist,4.5,"Johns Hopkins University Applied Physics Laboratory
4.5",Laurel,MD,"Laurel, MD",5001 - 10000 ,Large,1942,Nonprofit Organization,Aerospace & Defense,Aerospace & Defense,$1 to $2 billion (USD),$1-$2 billion,92,150,121,Novartis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Data Scientist,sr,na
34,Data Scientist,3.8,"Juniper Networks
3.8",Sunnyvale,CA,"Sunnyvale, CA",5001 - 10000 ,Large,1996,Company - Public,Telecommunications Services,Telecommunications,$2 to $5 billion (USD),$2-$10 billion,116,209,162.5,Autodesk,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,Data Engineer,sr,na
183,Senior Data Scientist,3.8,"Juniper Networks
3.8",Cupertino,CA,"Sunnyvale, CA",5001 - 10000 ,Large,1996,Company - Public,Telecommunications Services,Telecommunications,$2 to $5 billion (USD),$2-$10 billion,38,82,60,Southwest Research Institute,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other Scientist,na,na
269,Senior Data Scientist,3.8,"Juniper Networks
3.8",Cupertino,CA,"Sunnyvale, CA",5001 - 10000 ,Large,1996,Company - Public,Telecommunications Services,Telecommunications,$2 to $5 billion (USD),$2-$10 billion,62,119,90.5,SpringML,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Data Engineer,na,na
381,Data Scientist,3.8,"Juniper Networks
3.8",Sunnyvale,CA,"Sunnyvale, CA",5001 - 10000 ,Large,1996,Company - Public,Telecommunications Services,Telecommunications,$2 to $5 billion (USD),$2-$10 billion,86,143,114.5,Novartis,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,Data Scientist,na,na
223,PV Scientist,2.9,"Karyopharm Therapeutics Inc.
2.9",Newton,MA,"Newton, MA",201 - 500 ,Medium,2008,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,$100-$500 million,93,149,121,Juniper Networks,1,1,0,1,1,0,1,0,1,1,0,0,0,0,1,0,Data Scientist,na,M
383,PV Scientist,2.9,"Karyopharm Therapeutics Inc.
2.9",Newton,MA,"Newton, MA",201 - 500 ,Medium,2008,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Unknown / Non-Applicable,$100-$500 million,84,136,110,The Integer Group,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,Data Scientist,sr,M
2,Data Scientist,4.8,"KnowBe4
4.8",Clearwater,FL,"Clearwater, FL",501 - 1000 ,Medium,2010,Company - Private,Security Services,Business Services,$100 to $500 million (USD),$100-$500 million,65,113,89,"DatamanUSA, LLC",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Data Scientist,na,na
30,Data Scientist,4.8,"KnowBe4
4.8",Clearwater,FL,"Clearwater, FL",501 - 1000 ,Medium,2010,Company - Private,Security Services,Business Services,$100 to $500 million (USD),$100-$500 million,52,89,70.5,ManTech,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Analyst,na,na
177,Senior Data Analyst,4.8,"KnowBe4
4.8",Clearwater,FL,"Clearwater, FL",501 - 1000 ,Medium,2010,Company - Private,Security Services,Business Services,$100 to $500 million (USD),$100-$500 million,108,171,139.5,e-IT Professionals Corp.,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Data Scientist,na,na
259,Senior Data Analyst,4.8,"KnowBe4
4.8",Clearwater,FL,"Clearwater, FL",501 - 1000 ,Medium,2010,Company - Private,Security Services,Business Services,$100 to $500 million (USD),$100-$500 million,56,97,76.5,PNNL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Data Scientist,na,P
178,Senior Spark Engineer (Data Science),4.4,"KSM Consulting
4.4",Indianapolis,IN,"Indianapolis, IN",51 - 200 ,Small,2008,Company - Private,Consulting,Business Services,Unknown / Non-Applicable,$25-$50 million,65,119,92,MassMutual,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Data Engineer,na,na
341,Data Scientist,3.5,"L&T Infotech
3.5",San Ramon,CA,"Mumbai, India",10000+ ,Enterprise,1997,Company - Public,IT Services,Information Technology,Unknown / Non-Applicable,$25-$50 million,108,173,140.5,Recursion Pharmaceuticals,1,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,Data Scientist,sr,na
136,Data Scientist II,3,"L.A. Care Health Plan
3.0",Los Angeles,CA,"Los Angeles, CA",1001 - 5000 ,Large,1997,Nonprofit Organization,Health Care Services & Hospitals,Health Care,Unknown / Non-Applicable,$100-$500 million,63,101,82,Esri,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,Data Scientist,na,M
40,Data Engineer,3.5,"Lancer Insurance
3.5",Long Beach,NY,"Long Beach, NY",201 - 500 ,Medium,1985,Company - Private,Insurance Carriers,Insurance,$100 to $500 million (USD),$100-$500 million,54,115,84.5,Rochester Regional Health,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other Scientist,sr,P
187,"Data Scientist (Actuary, FSA or ASA)",3.8,"Legal & General America
3.8",Frederick,MD,"Frederick, MD",501 - 1000 ,Medium,1981,Company - Private,Insurance Carriers,Insurance,$500 million to $1 billion (USD),$500 million-$1 billion,90,179,134.5,Rubius Therapeutics,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other Scientist,sr,P
277,"Data Scientist (Actuary, FSA or ASA)",3.8,"Legal & General America
3.8",Frederick,MD,"Frederick, MD",501 - 1000 ,Medium,1981,Company - Private,Insurance Carriers,Insurance,$500 million to $1 billion (USD),$500 million-$1 billion,127,202,164.5,Samba TV,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Data Scientist,na,na
579,Data Scientist,3.4,"Leidos
3.4",Springfield,VA,"Reston, VA",10000+ ,Enterprise,1969,Company - Public,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD),>$10 billion,31,57,44,SV Microwave,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Analyst,na,M
55,"Data Scientist, Office of Data Science",3.3,"Liberty Mutual Insurance
3.3",Boston,MA,"Boston, MA",10000+ ,Enterprise,1912,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),>$10 billion,60,127,93.5,ClearEdge,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Data Engineer,na,M
452,"Director II, Data Science - GRM Actuarial",3.3,"Liberty Mutual Insurance
3.3",Chicago,IL,"Boston, MA",10000+ ,Enterprise,1912,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),>$10 billion,75,143,109,SpringML,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Data Engineer,na,na
489,Data Modeler - Data Solutions Engineer,3.3,"Liberty Mutual Insurance
3.3",Indianapolis,IN,"Boston, MA",10000+ ,Enterprise,1912,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),>$10 billion,105,194,149.5,Sumo Logic,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Data Engineer,na,M
524,"Director II, Data Science - GRS Predictive Analytics",3.3,"Liberty Mutual Insurance
3.3",Chicago,IL,"Boston, MA",10000+ ,Enterprise,1912,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),>$10 billion,45,86,65.5,EAB,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,Data Engineer,na,M
637,"Data Scientist, Office of Data Science",3.3,"Liberty Mutual Insurance
3.3",Boston,MA,"Boston, MA",10000+ ,Enterprise,1912,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),>$10 billion,95,154,124.5,Brighthouse Financial,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Data Scientist,sr,M
675,"Director II, Data Science - GRM Actuarial",3.3,"Liberty Mutual Insurance
3.3",Chicago,IL,"Boston, MA",10000+ ,Enterprise,1912,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),>$10 billion,80,148,114,Affinity Solutions,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,Data Engineer,na,M
731,Data Modeler - Data Solutions Engineer,3.3,"Liberty Mutual Insurance
3.3",Indianapolis,IN,"Boston, MA",10000+ ,Enterprise,1912,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),>$10 billion,36,62,49,Citadel Federal Credit Union,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,Analyst,na,na
785,"Director II, Data Science - GRS Predictive Analytics",3.3,"Liberty Mutual Insurance
3.3",Chicago,IL,"Boston, MA",10000+ ,Enterprise,1912,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),>$10 billion,54,115,84.5,Rochester Regional Health,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other Scientist,sr,P
826,"Assistant Director/Director, Office of Data Science",3.3,"Liberty Mutual Insurance
3.3",Boston,MA,"Boston, MA",10000+ ,Enterprise,1912,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),>$10 billion,50,92,71,CALIBRE Systems,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,Analyst,na,na
913,"Director II, Data Science - GRM Actuarial",3.3,"Liberty Mutual Insurance
3.3",Chicago,IL,"Boston, MA",10000+ ,Enterprise,1912,Company - Private,Insurance Carriers,Insurance,$10+ billion (USD),>$10 billion,67,135,101,MassMutual,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Director,na,na
704,Senior Data Analyst,3.9,"Life360
3.9",San Francisco,CA,"San Francisco, CA",51 - 200 ,Small,2008,Company - Public,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,$25-$50 million,82,132,107,Esri,1,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,Data Scientist,na,M
946,Senior Data Analyst,3.9,"Life360
3.9",San Francisco,CA,"San Francisco, CA",51 - 200 ,Small,2008,Company - Public,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,$25-$50 million,85,140,112.5,New England Biolabs,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Data Scientist,na,na
254,Data Scientist,3.7,"Lockheed Martin
3.7",Herndon,VA,"Bethesda, MD",10000+ ,Enterprise,1995,Company - Public,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD),>$10 billion,138,224,181,Tapjoy,1,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,Machine Learning Engineer,na,na
7,Data Scientist,3.8,"Logic20/20
3.8",San Jose,CA,"Seattle, WA",201 - 500 ,Medium,2005,Company - Private,Consulting,Business Services,$25 to $50 million (USD),$25-$50 million,42,80,61,Motorola Solutions,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,Analyst,na,M
95,Data Scientist,3.8,"Logic20/20
3.8",San Jose,CA,"Seattle, WA",201 - 500 ,Medium,2005,Company - Private,Consulting,Business Services,$25 to $50 million (USD),$25-$50 million,190,220,205,Credit Sesame,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,Data Engineer,sr,na
575,Data Scientist,4,"Lorven Technologies Inc
4.0",Santa Clara,CA,"Plainsboro, NJ",Jan-50,Small,2001,Company - Private,Accounting,Accounting & Legal,Less than $1 million (USD),< $25 million,68,139,103.5,Reynolds American,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Other Scientist,na,na
494,Senior LiDAR Data Scientist,3.9,"Luminar Technologies
3.9",Orlando,FL,"Orlando, FL",201 - 500 ,Medium,2012,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,$25-$50 million,34,92,63,MassMutual,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Data Scientist Project Manager,na,M
742,Senior LiDAR Data Scientist,3.9,"Luminar Technologies
3.9",Orlando,FL,"Orlando, FL",201 - 500 ,Medium,2012,Company - Private,Computer Hardware & Software,Information Technology,Unknown / Non-Applicable,$25-$50 million,54,71,62.5,Infosys,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Analyst,na,na
11,Data Scientist,4.1,"ManTech
4.1",Chantilly,VA,"Herndon, VA",5001 - 10000 ,Large,1968,Company - Public,Research & Development,Business Services,$1 to $2 billion (USD),$1-$2 billion,65,124,94.5,Alignment Healthcare,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,Data Engineer,na,M
158,Data Scientist,4.1,"ManTech
4.1",Chantilly,VA,"Herndon, VA",5001 - 10000 ,Large,1968,Company - Public,Research & Development,Business Services,$1 to $2 billion (USD),$1-$2 billion,35,62,48.5,San Manuel Casino,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,Analyst,na,M
371,Data Engineer,4.1,"ManTech
4.1",Herndon,VA,"Herndon, VA",5001 - 10000 ,Large,1968,Company - Public,Research & Development,Business Services,$1 to $2 billion (USD),$1-$2 billion,109,200,154.5,Sunovion,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,Other Scientist,sr,P
384,Clinical Data Analyst,4.1,"ManTech
4.1",Portsmouth,VA,"Herndon, VA",5001 - 10000 ,Large,1968,Company - Public,Research & Development,Business Services,$1 to $2 billion (USD),$1-$2 billion,37,52,44.5,Texas Health Huguley Hospital,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,Other Scientist,na,na
